CampusKey,rows,mae,bias,mean_actual,mean_prediction
4,10043,1.5061492035295152,0.5387230246136042,5.1106180922035245,4.571895067589921
3,76479,0.9051579676496407,-0.048449616845402096,5.981925542877783,6.030375159723185
1,273609,0.7675284594770486,-0.3681027621692971,3.6518492672824174,4.019952029451715
2,48887,0.3678276260270553,-0.06839546383976236,2.8420796939881767,2.910475157827939
5,10136,0.2124717231457856,-0.08116574374158873,1.4582197735793212,1.53938551732091
